Artist,Spotify Name,Genres,Popularity,Similarity
Amp,AMP Chris,,40.0,50
levon,Levon Helm,"['alternative country' 'blues rock' 'country rock' 'folk' 'folk rock'
 'jam band' 'mellow gold' 'modern blues' 'new americana' 'rock drums'
 'roots rock' 'singer-songwriter']",46.0,67
The Times,The Time,"['electro' 'funk' 'funk rock' 'minneapolis sound' 'post-disco'
 'quiet storm' 'soul' 'synth funk' 'urban contemporary']",45.0,94
Woody Herman,Woody Herman & His Orchestra,"['big band' 'cool jazz' ""man's orchestra"" 'stride' 'swing']",36.0,60
Chris Botti / Sting,Chris Botti,['jazz trumpet' 'smooth jazz'],55.0,73
Jessica Simpson duet with Ashlee Simpson,Ashlee Simpson,['dance pop' 'post-teen pop'],50.0,52
Taj Mahal & The Hula Blues Band,Taj Mahal,"['acoustic blues' 'blues' 'blues rock' 'classic rock' 'country blues'
 'country rock' 'folk' 'folk rock' 'funk' 'harmonica blues' 'jazz blues'
 'modern blues' 'roots rock' 'soul' 'traditional blues']",57.0,45
The Special AKA,The Specials,['punk' 'ska' 'ska revival'],59.0,81
D10,D12,['detroit hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap'],68.0,67
Graeme Revell_ Robert Rodriguez,Graeme Revell,"['bow pop' 'classic soundtrack' 'oceania soundtrack' 'scorecore'
 'soundtrack']",35.0,59
Edie Brickell and New Bohemians,Edie Brickell & New Bohemians,['lilith' 'new wave pop'],48.0,93
David Sanchez,David Sánchez,['jazz puertorriqueno' 'jazz saxophone'],15.0,92
Freddie Mercury And Montserrat Caballe,Freddie Mercury,['glam rock'],61.0,57
Miss Kittin & The Hacker,Miss Kittin,"['alternative dance' 'electra' 'electroclash' 'electronica'
 'french techno']",48.0,63
James Chance & Terminal City,james chance,['jazzcore' 'no wave'],9.0,60
Octopus Project,The Octopus Project,['nintendocore'],31.0,88
Brian Poole & The Tremeloes,Brian Poole,['merseybeat'],22.0,58
Terminal,Terminal Sleep,,30.0,73
Larry Gatlin,Larry Gatlin & The Gatlin Brothers,['classic country pop' 'country' 'country gospel' 'country rock'],40.0,52
50 Cent ft. Young Buck,Young Buck,"['crunk' 'dirty south rap' 'gangster rap' 'hardcore hip hop' 'hip hop'
 'nashville hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap']",62.0,62
Seazoo,Seafood Sam,['indie hip hop'],45.0,59
The Story,The Story So Far,['alternative emo' 'anthem emo' 'emo' 'pop punk'],61.0,72
8½ Souvenirs,8 1/2 Souvenirs,,6.0,81
Wes Montgomery & The Wynton Kelly Trio,Wes Montgomery,['hard bop' 'jazz' 'jazz fusion' 'jazz guitar'],54.0,54
Hootie And The Blowfish,Hootie & The Blowfish,['mellow gold' 'neo mellow' 'pop rock' 'rock'],62.0,91
Beau Jocque,Beau Jocque and the Zydeco Hi-Rollers,['swamp pop' 'zydeco'],27.0,46
Five Keys,The Five Keys,['doo-wop' 'rhythm and blues' 'vocal harmony group'],28.0,82
Stephen Duffy / The Lilac Time,Stephen Duffy,['new romantic' 'new wave' 'new wave pop' 'solo wave' 'synthpop'],32.0,60
Pretty Lights feat. Eligh,Pretty Lights,['glitch hop' 'jazztronica' 'livetronica'],52.0,68
Mike Viola and the Candy Butchers,Mike Viola,['power pop'],30.0,47
K3,K3vlar Deon,,37.0,31
Missy Elliott/Ginuwine,Missy Elliott,"['dance pop' 'hip hop' 'hip pop' 'pop rap' 'r&b' 'rap'
 'urban contemporary' 'virginia hip hop']",74.0,74
Gulp,Guapdad 4000,"['cali rap' 'oakland hip hop' 'scam rap' 'trap soul' 'underground hip hop'
 'vapor trap']",59.0,38
Merz,Merzbow,['drone' 'experimental' 'industrial' 'japanoise' 'noise'],33.0,73
Rockin' Dopsie,"Rockin' Dopsie, Jr.",['zydeco'],23.0,85
D-12 / Eminem,D12,['detroit hip hop' 'gangster rap' 'hip hop' 'pop rap' 'rap'],68.0,38
Rachel Z,Rachel Zegler,,42.0,76
Carl B & Static Blue,Carl Broemel,['modern folk rock'],37.0,44
The Vanguard Jazz Orchestra,Vanguard Jazz Orchestra,['big band' 'jazz orchestra'],13.0,92
Alan Parsons,The Alan Parsons Project,"['album rock' 'art rock' 'classic rock' 'mellow gold' 'progressive rock'
 'soft rock' 'symphonic rock']",65.0,67
Pink Spiders_ The,The Pink Spiders,,29.0,73
Maddy Prior & June Tabor,Maddy Prior,['british folk' 'traditional british folk'],32.0,63
Paw,PAW Patrol,['cartoon'],70.0,46
Coil,Coldplay,['permanent wave' 'pop'],90.0,50
Texas,Texas Hippie Coalition,['alternative metal' 'nu metal' 'southern metal'],48.0,37
Ratdog,RayDoggz,,25.0,71
Afghan Whigs,The Afghan Whigs,['alternative pop' 'alternative rock' 'indie rock' 'permanent wave'],44.0,86
The Angels of Light,Angel of Jesus,,28.0,55
Cephas & Wiggins,Cephas,,24.0,55
Mamadou Diabate,Mamadou Diabaté,['afropop' 'griot' 'kora' 'mande pop' 'world'],25.0,93
Jaill,Jill Scott,"['funk' 'hip hop' 'hip pop' 'neo soul' 'quiet storm' 'r&b' 'soul'
 'urban contemporary']",60.0,53
Shurman,Shermanology,['dutch house' 'house'],58.0,63
Johnny Clegg & Savuka,Johnny Clegg,['afropop' 'south african pop'],44.0,73
Avenue,Avenue Beat,['alt z'],49.0,71
Lester Flatt & Earl Scruggs,Lester Flatt,"['appalachian folk' 'bluegrass' 'bluegrass gospel'
 'instrumental bluegrass' 'old-time' 'progressive bluegrass'
 'traditional bluegrass' 'traditional country']",36.0,62
Cypress,Cypress Hill,"['chicano rap' 'gangster rap' 'hardcore hip hop' 'hip hop' 'rap'
 'rap rock' 'west coast rap']",70.0,74
Ray Conniff Singers,The Ray Conniff Singers,['adult standards' 'easy listening'],47.0,90
Parker And Lily,Parker & Lily,,2.0,86
Lemuria / Terea,Re-Logic,['antiviral pop'],50.0,17
X-Raided featuring Big Hollis_ Fane,X-Raided,['g funk' 'gangster rap' 'hyphy' 'sacramento hip hop' 'west coast trap'],45.0,37
David Byrne & Brian Eno,David Byrne,['art pop' 'art punk' 'art rock' 'permanent wave' 'solo wave'],55.0,65
Mikey360,Mike 360,,1.0,88
John Abercrombie and John Ruocco,John Abercrombie,"['contemporary jazz' 'ecm-style jazz' 'jazz' 'jazz fusion' 'jazz guitar'
 'swedish jazz']",33.0,67
Aus-Rotten,Aus Rotten,['anarcho-punk' 'crust punk' 'pennsylvania hardcore'],8.0,90
Dandy,Daddy Yankee,['latin hip hop' 'reggaeton' 'urbano latino'],90.0,47
Chambers Brothers,The Chambers Brothers,['classic garage rock' 'psychedelic rock' 'psychedelic soul'],39.0,89
"Sylvester ""Sly Stone"" Stewart",Sly Stone,['funk' 'psychedelic soul'],35.0,47
Luther Campbell,Luther Vandross,"['contemporary r&b' 'funk' 'neo soul' 'quiet storm' 'r&b' 'soul'
 'urban contemporary']",66.0,53
Ernest Tubb & Red Foley,Ernest Tubb,"['country rock' 'cowboy western' 'honky tonk' 'traditional country'
 'western swing']",46.0,65
King Louie & The Loose Diamonds,King Louie,['chicago bop' 'chicago drill' 'chicago rap' 'drill'],41.0,49
d/c,D-Charged,['euphoric hardstyle' 'hardstyle' 'rawstyle'],46.0,33
Windy And Carl,Windy & Carl,"['ambient' 'dream pop' 'drift' 'drone' 'experimental guitar'
 'fourth world' 'shoegaze' 'warm drone']",29.0,85
Hector El Father,"Héctor ""El Father""",['latin hip hop' 'reggaeton' 'reggaeton flow' 'urbano latino'],67.0,88
Michael Bloomfield,Mike Bloomfield,['blues' 'blues rock' 'chicago blues' 'electric blues'],41.0,85
Holly Golightly And The Greenhornes,The Greenhornes,['garage rock' 'garage rock revival' 'modern blues rock' 'punk blues'],39.0,60
Moody,The Moody Blues,"['album rock' 'art rock' 'blues rock' 'british invasion' 'classic rock'
 'country rock' 'flute rock' 'folk' 'folk rock' 'hard rock' 'mellow gold'
 'progressive rock' 'psychedelic rock' 'rock' 'soft rock' 'symphonic rock']",61.0,50
Elf,Elffire,['lo-fi jazzhop'],53.0,60
Teenagers,The Teenagers,,42.0,82
The Family Dogg,Family Dogg,,18.0,85
Martin L. Gore,Martin Gore,['ambient techno'],38.0,88
Gene Ammons Band,Gene Ammons,['bebop' 'hard bop' 'jazz' 'jazz saxophone' 'soul jazz' 'stride'],48.0,81
Gabor Szabo,Gábor Szabó,['spiritual jazz'],49.0,82
Groundhogs,The Groundhogs,['blues rock' 'british blues' 'psychedelic blues-rock' 'psychedelic rock'],32.0,83
Mannix,Mannix Style,,24.0,67
Jools Holland and Marianne Faithfull,Jools Holland,['boogie-woogie'],45.0,53
Avenger,Avenged Sevenfold,['alternative metal' 'nu metal'],76.0,50
Snooky Young,Snooky Pryor,['blues' 'chicago blues' 'electric blues' 'harmonica blues'],31.0,75
Salieri,Antonio Salieri,['classical' 'classical era' 'galante era' 'italian romanticism'],35.0,64
People,People Under The Stairs,['alternative hip hop' 'hip hop' 'jazz rap'],52.0,41
Elizabeth & The Catapult,Elizabeth Gillies,,53.0,54
Bill Haley & The Comets,Bill Haley & His Comets,['adult standards' 'rock-and-roll' 'rockabilly'],56.0,91
Captain Beefheart,Captain Beefheart & His Magic Band,"['art rock' 'experimental' 'experimental rock' 'folk rock' 'outsider'
 'post-punk' 'protopunk' 'psychedelic rock' 'zolo']",48.0,67
Bobo Stenson,Bobo Stenson Trio,"['contemporary jazz' 'danish jazz' 'ecm-style jazz' 'jazz' 'jazz fusion'
 'jazz trio' 'modern jazz trio' 'norwegian contemporary jazz'
 'norwegian jazz' 'swedish jazz']",37.0,83
Ella Fitzgerald & The Delta Rhythm Boys,Ella Fitzgerald,['adult standards' 'jazz blues' 'swing' 'vocal jazz'],70.0,56
Jhené,Jhené Aiko,['pop' 'r&b' 'urban contemporary'],80.0,67
Sallie Ford,Sallie Ford & The Sound Outside,['portland indie'],26.0,52
Avril,Avril Lavigne,['canadian pop' 'candy pop' 'dance pop' 'pop' 'post-teen pop'],78.0,56
Fluffy,Fluffy Duffy,['white noise'],45.0,67
Nicolette,Nicolette Larson,['classic uk pop' 'country rock' 'mellow gold' 'soft rock' 'yacht rock'],45.0,72
Solar Circus,Solar Circuit,['jamtronica'],8.0,88
Chilli,Chillies,['indie viet' 'v-pop'],56.0,86
Jersey,Jersey Boys,['show tunes'],38.0,71
Mark de Clive-Lowe featuring Jody Watley,Mark de Clive-Lowe,['broken beat' 'indie jazz' 'nz electronic' 'nz jazz'],36.0,62
Sammy Johns,Sammy Johnson,['jawaiian' 'pacific islands pop'],53.0,92
Stars,STARSET,['future rock'],67.0,83
Sly & Robbie / Amp Fiddler,Sly & The Family Stone,"['classic rock' 'classic soul' 'funk' 'funk rock' 'psychedelic soul'
 'rock' 'soul']",62.0,50
Lonesome Val,The Lonesome Valley Singers,,12.0,62
Ras & Slaughter,Rascal Flatts,['contemporary country' 'country' 'country road'],71.0,50
Graham Parker & The Rumour,Graham Parker,['jangle pop' 'power pop' 'pub rock' 'roots rock'],31.0,67
Roxx,Jay Roxxx,['sad sierreno'],44.0,62
Tony Bennett & Count Basie,Tony Bennett,['adult standards' 'easy listening' 'lounge' 'vocal jazz'],65.0,63
Rick Braun / Phil Perry,Rick Braun,['jazz trumpet' 'smooth jazz'],47.0,61
Tom Waits;Crystal Gayle,Tom Waits,['folk' 'folk rock' 'roots rock' 'singer-songwriter'],62.0,56
Norman Connors Featuring Phyllis Hyman,Norman Connors,"['classic soul' 'disco' 'funk' 'jazz funk' 'philly soul' 'post-disco'
 'quiet storm' 'soul' 'urban contemporary']",35.0,54
Sugar,SugarHill Keem,['new york drill'],66.0,53
Tim Rose,Tom Rosenthal,['british singer-songwriter' 'pop'],71.0,67
I.C.U.,I.C.U,,9.0,91
The Pogues LM,The Pogues,['celtic' 'celtic punk' 'celtic rock' 'folk punk' 'irish folk' 'punk'],59.0,87
Huey 'Piano' Smith And The Clowns,"Huey ""Piano"" Smith",['louisiana blues' 'new orleans blues' 'rhythm and blues'],33.0,63
The Germs,Germs,['early us punk' 'hardcore punk' 'punk'],38.0,71
Sean Lennon,Sean Ono Lennon,['beatlesque'],52.0,85
Jermaine Dupri featuring Usher_ Boo & Gotti and R.O.C,Jermaine Dupri,"['atl hip hop' 'dirty south rap' 'hip hop' 'hip pop' 'pop rap'
 'southern hip hop']",60.0,42
Whale,Whales,['bass trap' 'dubstep' 'gaming edm'],59.0,91
Cherish featuring Yung Joc,Yung Joc,"['atl hip hop' 'crunk' 'dirty south rap' 'gangster rap' 'pop rap' 'rap'
 'southern hip hop' 'trap']",64.0,47
Folkes Brothers,The Folkes Brothers,,5.0,88
Ruins,Ruins of Perception,,23.0,42
Cascades,The Cascades,['adult standards' 'brill building pop' 'rock-and-roll'],51.0,80
Nusrat Fateh Ali Khan & Michael Brook,Nusrat Fateh Ali Khan,['indian fusion' 'pakistani folk' 'qawwali' 'sufi' 'world'],67.0,72
Duke Ellington / John Coltrane,Duke Ellington,"['african-american classical' 'big band' 'harlem renaissance' 'jazz'
 'jazz piano' 'stride' 'swing']",60.0,64
American Eyes,Amara's Eyes,,21.0,72
Kevin Rudolf Feat. Kid Cudi,Kevin Rudolf,['dance pop' 'pop rap'],55.0,62
Sizzla Feat. Jah Cure,Sizzla,"['dancehall' 'lovers rock' 'modern reggae' 'reggae' 'reggae fusion'
 'roots reggae']",58.0,44
Lonnie Smith,Dr. Lonnie Smith,['hammond organ' 'instrumental funk' 'jazz funk' 'jazz organ' 'soul jazz'],39.0,86
Michael Feinstein / George Shearing,George Shearing,['bebop' 'cool jazz' 'jazz' 'jazz piano' 'stride' 'vocal jazz'],48.0,60
Don & Juan,Don Toliver,['pop' 'rap' 'trap'],87.0,38
Yellow #5,,,,0
Opa,Omar Apollo,['bedroom pop' 'bedroom soul' 'pop'],76.0,29
Will Young & Gareth Gates,Will Young,['dance pop' 'europop' 'new wave pop'],50.0,57
Lightning Slim,Lightnin' Slim,"['blues' 'electric blues' 'harmonica blues' 'louisiana blues'
 'swamp blues' 'traditional blues']",23.0,93
Lil' Kim (Featuring Grace Jones and Lil' Cease),Lil' Kim,"['dance pop' 'east coast hip hop' 'gangster rap' 'hip hop' 'hip pop'
 'pop rap' 'r&b' 'rap' 'southern hip hop' 'trap queen'
 'urban contemporary']",68.0,29
Dominik Eulberg & Gabriel Ananda,Dominik Eulberg,['electronica' 'german techno' 'microhouse' 'minimal techno' 'tech house'],45.0,64
Jools Holland And Chris Difford,Jools Holland,['boogie-woogie'],45.0,59
Merlyn Webber,Mary Wells,['classic soul' 'funk' 'motown' 'soul'],53.0,52
Goffin & King,Joel Christian Goffin,,34.0,35
Hayden,Hayden James,['aussietronica' 'edm' 'gauze pop' 'house' 'pop dance' 'tropical house'],63.0,67
Maria Taylor with Andy LeMaster,Maria Taylor,['alabama indie'],40.0,56
Lou Reed & The Velvet Underground,Lou Reed,"['art rock' 'classic rock' 'glam rock' 'permanent wave' 'psychedelic rock'
 'rock' 'singer-songwriter']",65.0,39
Popguns,The Popguns,['c86' 'tape club' 'twee pop'],14.0,78
Ian & Sylvia,iann dior,['melodic rap' 'pop' 'pop rap' 'rap'],76.0,48
Françoise Hardy - Alain Delon,Françoise Hardy,['chanson' 'ye ye'],59.0,68
MDC,Mac Miller,['hip hop' 'pittsburgh rap' 'rap'],86.0,31
Cash,Cash Cash,"['dance pop' 'edm' 'electro house' 'electropop' 'electropowerpop' 'pop'
 'pop dance' 'pop edm' 'tropical house']",66.0,62
Benjamin Britten - Denise Djokic,Benjamin Britten,['british modern classical' 'classical' 'neoclassicism'],51.0,67
Shelea,Sheléa,,40.0,83
Wisin & Yandel / Hector El Father,Wisin & Yandel,['electro latino' 'latin hip hop' 'reggaeton' 'urbano latino'],83.0,60
Nick Jonas & the Administration,Nick Jonas,['dance pop' 'edm' 'pop' 'post-teen pop'],67.0,49
BT Express,B.T. Express,['classic soul' 'disco' 'funk' 'post-disco' 'quiet storm'],33.0,91
IGT,Internet Money,['pop rap' 'rap' 'trap' 'viral rap'],73.0,24
Brotha Lynch Hung & C.O.S.,Brotha Lynch Hung,"['dirty south rap' 'gangster rap' 'horrorcore' 'hyphy'
 'sacramento hip hop' 'west coast rap']",50.0,79
Kid Creole & The Coconuts,Kid Creole And The Coconuts,,40.0,92
Styles / Pharoahe Monch,Pharoahe Monch,"['alternative hip hop' 'conscious hip hop' 'east coast hip hop'
 'hardcore hip hop' 'hip hop' 'queens hip hop']",56.0,76
Jean Paul Rena and Terrawheel,Sean Paul,['dance pop' 'dancehall' 'pop rap'],83.0,42
Gomez,Selena Gomez,['dance pop' 'pop' 'post-teen pop'],88.0,59
Roger Sanchez feat. Armand Van Helden & N'Dea Davenport,Roger Sanchez,['disco house' 'diva house' 'tribal house' 'vocal house'],54.0,38
Alpha,Alpha Wolf,['australian post-hardcore' 'metalcore' 'nu-metalcore'],55.0,67
Silk,Silk Sonic,['neo soul'],76.0,57
Fahrenheit 451,Fahrenheit 451 NYHC,,3.0,85
Meech Wells,Def Jef & Meech Wells for Tha Arsenal,,12.0,46
Pearl Williams,Pearlis Williams,,1.0,93
Blue Note,The Blue Notes,,44.0,78
Elmore James & His Broomdusters,Elmore James,"['blues' 'blues rock' 'chicago blues' 'delta blues' 'electric blues'
 'traditional blues']",48.0,56
Mile,Miley Cyrus,['pop'],92.0,53
Ké,Kendrick Lamar,['conscious hip hop' 'hip hop' 'rap' 'west coast rap'],91.0,12
Tyrannosaurus Rex,T. Rex,"['album rock' 'art rock' 'blues rock' 'classic rock' 'folk rock'
 'glam rock' 'protopunk' 'psychedelic rock' 'rock']",64.0,43
Cornelius,Cornelius Brothers & Sister Rose,['classic soul'],44.0,44
Santana feat. Eric Clapton,Eric Clapton,['blues rock' 'classic rock' 'electric blues' 'rock'],74.0,63
The Chipmunks,The Chipmunks & The Chipettes,['cartoon'],40.0,62
Grover Washington Jr. feat. Patti LaBelle,"Grover Washington, Jr.",['smooth jazz'],66.0,67
Terje Rypdal_ Miroslav Vitous_ Jack DeJohnette,Jack Dine,,58.0,29
Buffy,Buffy Sainte-Marie,"['american folk revival' 'canadian indigenous'
 'canadian singer-songwriter' 'folk' 'folk rock'
 'native american contemporary']",46.0,43
Paul Butterfield,The Paul Butterfield Blues Band,"['blues' 'blues rock' 'chicago blues' 'classic rock' 'country rock'
 'electric blues' 'harmonica blues' 'psychedelic rock' 'traditional blues']",42.0,68
The Del Vikings,The Del-Vikings,['doo-wop' 'rhythm and blues' 'rock-and-roll' 'rockabilly'],47.0,93
Cariña,Carina Round,['melancholia'],40.0,56
Fever,FEVER 333,['la indie' 'nu-metalcore'],53.0,71
Siouxsie,Siouxsie and the Banshees,"['alternative rock' 'art rock' 'dream pop' 'gothic rock' 'new romantic'
 'new wave' 'new wave pop' 'post-punk' 'uk post-punk']",62.0,48
Ted Nugent And The Amboy Dukes,The Amboy Dukes,"['blues rock' 'classic garage rock' 'classic rock' 'detroit rock'
 'freakbeat' 'protopunk' 'psychedelic rock']",37.0,67
Paul McCartney And Wings,Wings,"['album rock' 'art rock' 'beatlesque' 'classic rock' 'folk rock'
 'mellow gold' 'rock' 'soft rock']",67.0,34
Jurgen Friedrich,Jürgen Friedrich,,,94
Red,Red Hot Chili Peppers,['alternative rock' 'funk metal' 'funk rock' 'permanent wave'],85.0,25
Hans Zimmer and John Powell,John Powell,['british soundtrack' 'orchestral soundtrack' 'soundtrack'],66.0,58
Big Box,Big Boogie,['memphis hip hop' 'trap' 'viral rap'],60.0,71
Cristina,Cristina Vee,['otacore'],49.0,80
Wolf & Cub,Wolfgang Amadeus Mozart,['classical' 'classical era'],77.0,36
Barnes & Barnes,Barnes Blvd.,['lo-fi beats'],50.0,59
John Lennon And Yoko Ono,John Lennon,['album rock' 'beatlesque' 'classic rock' 'mellow gold' 'rock'],73.0,63
Edgar Meyer and Chris Thile,Chris Tomlin,"['ccm' 'christian alternative rock' 'christian music' 'world worship'
 'worship']",69.0,41
Teddy Thompson / Rufus Wainwright,Rufus Wainwright,"['canadian pop' 'chamber pop' 'melancholia' 'piano rock'
 'singer-songwriter']",60.0,65
Flare,Flare Delgado,,30.0,56
Platypus,Platypus Crew,,15.0,76
No Neck Blues Band With John Fahey And Coach Fingers,,,,0
Gene,Genesis,"['album rock' 'art rock' 'classic rock' 'mellow gold' 'progressive rock'
 'rock' 'soft rock' 'symphonic rock']",71.0,73
Gwen Stefani / Andre 3000,Gwen Stefani,['dance pop' 'pop' 'post-teen pop'],75.0,65
Wild Bill Davison,'Wild' Bill Davison,['big band' 'dixieland' 'jazz trumpet' 'stride' 'swing'],23.0,94
Homer & Jethro,Homero Guerrero y Lupe Tijerina,,58.0,44
Fat & Frantic,Fat Joe,"['bronx hip hop' 'dance pop' 'east coast hip hop' 'gangster rap'
 'hardcore hip hop' 'hip hop' 'hip pop' 'pop rap' 'rap' 'trap']",70.0,40
Cold,Coldplay,['permanent wave' 'pop'],90.0,67
"Theodore ""Bo"" Dollis",Théodore Dubois,['french romanticism'],23.0,69
KC and The Sunshine Band,KC & The Sunshine Band,['disco' 'funk' 'soft rock'],66.0,91
Sani,Santa Fe Klan,['mexican hip hop'],80.0,35
Talib Kweli / Hi-Tek,Talib Kweli,"['alternative hip hop' 'conscious hip hop' 'east coast hip hop'
 'hardcore hip hop' 'hip hop' 'southern hip hop']",57.0,71
Opgeduveld,Opraah,,33.0,25
Pill,Pillar,['christian alternative rock' 'christian music' 'christian rock'],48.0,80
Cannonball Adderley & His Orchestra,Cannonball Adderley,"['bebop' 'big band' 'cool jazz' 'hard bop' 'jazz' 'jazz blues'
 'jazz fusion' 'vocal jazz']",59.0,70
Modern Lovers,The Modern Lovers,"['alternative rock' 'anti-folk' 'art rock' 'boston rock'
 'psychedelic rock' 'punk']",46.0,87
Dave Brubeck Quartet,The Dave Brubeck Quartet,['bebop' 'jazz' 'jazz quartet'],58.0,91
Beanie Sigel / Rell,Beanie Siegal,,12.0,69
Perry Como & Eddie Fisher,Perry Como,['adult standards' 'easy listening' 'lounge'],61.0,57
Donald Byrd / Kenny Burrell,Donald Byrd,"['bebop' 'funk' 'hard bop' 'indie jazz' 'jazz' 'jazz funk' 'jazz fusion'
 'jazz trumpet' 'soul' 'soul jazz']",51.0,58
Golden Gurls,Golden Girls,['acid house'],26.0,92
Charlie Wilson featuring T-Pain & Jamie Foxx,Uncle Charlie Wilson,,56.0,44
Ritchie,Ritchie Valens,['adult standards' 'rock-and-roll' 'rockabilly'],61.0,67
Dave Holland_ Chris Potter_ Robin Eubanks_ Steve Nelson_ Billy Kilson,Dave Holland,"['avant-garde jazz' 'british jazz' 'contemporary jazz' 'ecm-style jazz'
 'jazz double bass' 'library music' 'uk contemporary jazz']",44.0,30
