Artist,Spotify Name,Genres,Popularity,Similarity
Jon Carson,Joe Carson,,6.0,90
Console,Console Command,['metal cover'],21.0,64
ICR,Ice Spice,,85.0,33
Brain Surgeons,The Brain Surgeons,,3.0,88
Kaleidoscope,Kings Kaleidoscope,['ccm' 'christian uplift' 'indiecoustica' 'roots worship'],55.0,80
VERNON REID & MASQUE,Vernon Reid,,24.0,71
Volare,Orchestra Volare,['italian lounge'],30.0,55
Ian Dury and the Blockheads,The Blockheads,,41.0,68
The Buzzcocks,Buzzcocks,['alternative rock' 'madchester' 'new wave' 'post-punk' 'pub rock' 'punk'],54.0,82
Arid,Ariana Grande,['dance pop' 'pop'],92.0,47
Billy Thorpe & The Aztecs,Billy Thorpe,['australian rock'],29.0,65
MIKE KENEALLY & BEER 4 DOLPHINS,Mike Keneally,,19.0,59
Vinicius Cantuária,Vinicius Cantuaria,['bossa nova' 'mpb'],38.0,94
Amon Duul,Amon Düül II,"['art rock' 'experimental' 'experimental rock' 'krautrock'
 'progressive rock' 'psychedelic rock' 'space rock' 'symphonic rock']",33.0,67
Grooms,The Grooms,,25.0,75
Test,Testament,"['alternative metal' 'death metal' 'groove metal' 'hard rock' 'metal'
 'old school thrash' 'rock' 'thrash metal']",61.0,62
Nathen Page,Nathan Page,,2.0,91
Tito Puente / Oscar D'Leon,Tito Puente,"['afro-cuban percussion' 'jazz puertorriqueno' 'latin jazz' 'mambo'
 'salsa']",52.0,59
Nusrat Fateh Ali Khan & Party,Nusrat Fateh Ali Khan,['indian fusion' 'pakistani folk' 'qawwali' 'sufi' 'world'],67.0,84
Rudy Vallee,Rudy Vallee and His Connecticut Yankees,['big band' 'british dance band'],31.0,44
Buster Poindexter,Buster Poindexter And His Banshees Of Blue,,34.0,58
Sivert Höyem,Sivert Høyem,['norwegian rock'],41.0,92
Underground Railroad,The Underground Railroad To Candyland,,12.0,70
The 5 Royales,"The ""5"" Royales",['rhythm and blues'],26.0,93
Move D & Benjamin Brunn,Move D,"['deep house' 'deep soul house' 'dub techno' 'float house' 'german house'
 'microhouse' 'minimal tech house' 'minimal techno' 'outsider house'
 'tech house' 'techno']",36.0,41
Fluf,Fluffy Duffy,['white noise'],45.0,50
Laura B,Laura Brehm,['pop edm'],59.0,78
Spearhead,Michael Franti & Spearhead,['neo mellow' 'pop rock' 'reggae fusion'],59.0,51
Alchemy,Acoustic Alchemy,['british jazz' 'smooth jazz'],45.0,61
"John Lee Hooker, Jr.",John Lee Hooker Jr. Blues Band,,5.0,76
Kelly Price / Daron Jones / Quinness Parker,Kelly Price,"['contemporary r&b' 'hip pop' 'neo soul' 'quiet storm' 'r&b'
 'urban contemporary']",53.0,41
Haircut,Haircut 100,"['brit funk' 'new romantic' 'new wave' 'new wave pop' 'sophisti-pop'
 'synthpop']",43.0,78
David Morales W/ Vivan Sessoms,David Morris,,60.0,48
Arcades,Arcade Fire,"['baroque pop' 'canadian indie' 'indie rock' 'modern rock' 'new rave'
 'permanent wave' 'quebec indie' 'rock']",68.0,67
Oranj Symphonette,London Symphony Orchestra,['british orchestra' 'classical performance' 'orchestra'],75.0,57
Ayro,Ayron Jones,['modern hard rock' 'seattle indie'],45.0,53
Curve,Current Joys,['indie pop' 'lo-fi indie'],70.0,47
Shenggy,SHANGUY,['polish pop'],48.0,71
Jan & Dean,Janet Jackson,['dance pop' 'hip pop' 'neo soul' 'r&b' 'urban contemporary'],68.0,52
Vitesse,Vitesse X,,33.0,88
Steve Davis_ Roy Hargrove_ Peter Bernstein_ Anthony Wonsey_ Nat Reeves_ Joe Farnsworth,Steve Davis,,31.0,23
Sumner,Summer Walker,['pop' 'r&b'],82.0,53
Pavel Haas,Pavel Haas Quartet,['classical performance' 'string quartet'],28.0,71
Dizzee Rascal & Armand Van Helden,Dizzee Rascal,['bassline' 'grime' 'house' 'instrumental grime' 'pop rap'],65.0,57
Alan Silva,Alan Silvestri,['classic soundtrack' 'orchestral soundtrack' 'soundtrack'],61.0,75
Queen Pen;Joe Hooker,Queen Pen,['hip pop' 'lgbtq+ hip hop'],62.0,62
Kuti,Kutiman,['israeli indie'],54.0,73
Wilderness,Wilderness Recorders,,36.0,67
Hank Williams,"Hank Williams, Jr.",['country' 'country road' 'country rock' 'outlaw country'],68.0,84
The Shore,The Score,['modern alternative rock' 'modern rock'],73.0,89
Mystical,Mystical Guide,,25.0,73
Tommy Dorsey and His Orchestra,Tommy Dorsey,"['adult standards' 'big band' 'jazz trombone' 'lounge' 'stride' 'swing'
 'vocal jazz']",51.0,57
Mick Harvey & Anita Lane,Mick Harvey,['australian singer-songwriter'],39.0,63
Kele,Kelela,"['afrofuturism' 'alternative r&b' 'art pop' 'electropop' 'escape room'
 'experimental r&b' 'indie r&b' 'indie soul' 'pop']",63.0,80
Bill Haley And The Comets,Bill Haley & His Comets,['adult standards' 'rock-and-roll' 'rockabilly'],56.0,83
Sarah Vaughan / Clifford Brown,Sarah Vaughan,['adult standards' 'jazz' 'lounge' 'swing' 'torch song' 'vocal jazz'],58.0,60
Iggy & The Stooges,Iggy Azalea,"['australian hip hop' 'dance pop' 'hip pop' 'pop' 'pop rap'
 'post-teen pop' 'rap' 'viral rap']",71.0,41
Woddy Herman,Woody Herman,['big band' 'cool jazz' 'swing'],30.0,92
Ian MacKaye,Ian Munsick,['contemporary country' 'wyoming roots'],65.0,64
Young Jeezy,Jeezy,"['atl hip hop' 'crunk' 'dirty south rap' 'gangster rap' 'hip hop'
 'old school atlanta hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap']",73.0,62
M|A|R|R|S,M/A/R/R/S,['hip house'],40.0,56
Tjay,Lil Tjay,['brooklyn drill' 'melodic rap' 'nyc rap'],83.0,67
George Thorogood,George Thorogood & The Destroyers,"['album rock' 'blues rock' 'classic rock' 'country rock' 'electric blues'
 'hard rock' 'heartland rock' 'mellow gold' 'rock']",61.0,65
Retsin,Retain,['christian pop'],38.0,83
Damon And Naomi,Damon & Naomi,['melancholia' 'slowcore'],15.0,86
Coverdale Page,David Coverdale,['album rock' 'hard rock'],27.0,62
Robert Randolph & The Family Band,Robert Randolph,['jam band' 'sacred steel' 'steel guitar'],42.0,62
Empires,Empires In Orbit,,27.0,61
Tech-9,Tech N9ne,['hip hop' 'kansas city hip hop' 'pop rap'],72.0,67
Harmony,Harmony Night,,56.0,70
The Nation of Ulysses,Ulysses,,13.0,50
Barbra Streisand & Kris Kristofferson,Barbra Streisand,['adult standards' 'hollywood' 'mellow gold' 'soft rock'],67.0,60
Gatemouth Brown,"Clarence ""Gatemouth"" Brown","['blues' 'blues rock' 'memphis blues' 'modern blues' 'texas blues'
 'traditional blues']",38.0,73
CL,Clairo,['bedroom pop' 'indie pop' 'pop'],78.0,50
Modern Jazz Quartet,The Modern Jazz Quartet,['bebop' 'big band' 'cool jazz' 'hard bop' 'jazz' 'jazz quartet' 'stride'],47.0,90
Arcade,Arcade Fire,"['baroque pop' 'canadian indie' 'indie rock' 'modern rock' 'new rave'
 'permanent wave' 'quebec indie' 'rock']",68.0,71
THREE YEARS HIDING,3 Years Hollow,['gymcore' 'hard alternative'],33.0,50
Elvis Costello / Allen Toussaint,"Elvis Costello, Allen Toussaint And Robbie Robertson",,1.0,71
Ryan Adams & The Cardinals,Ryan Adams,"['alternative country' 'neo mellow' 'new americana' 'pop rock'
 'roots rock' 'singer-songwriter' 'stomp and holler']",60.0,56
Sister,Sister Hazel,['acoustic pop' 'neo mellow' 'pop rock'],53.0,67
Billy Ward & The Dominoes,Billy Ward,,30.0,57
Mountain Goats,The Mountain Goats,"['anti-folk' 'chamber pop' 'indie pop' 'indie rock' 'lo-fi' 'melancholia'
 'new weird america' 'stomp and holler']",59.0,88
Paris Sisters,The Paris Sisters,['brill building pop' 'classic girl group'],32.0,87
P.W. Long,PW Long,,1.0,88
George Jones & Tammy Wynette,George Jones,['country' 'country rock' 'honky tonk'],64.0,60
Kane,Kane Brown,['black americana' 'contemporary country' 'country' 'country road'],77.0,57
Arms,Louis Armstrong,"['adult standards' 'dixieland' 'harlem renaissance' 'jazz trumpet'
 'new orleans jazz' 'swing' 'vocal jazz']",72.0,42
Rank & File,Rank 1,"['bubble trance' 'dutch trance' 'progressive house' 'trance'
 'uplifting trance']",52.0,59
Deemi featuring Styles P,Demi Lovato,['dance pop' 'pop' 'post-teen pop'],81.0,40
Willie Nelson and Leon Russell,Leon Russell,"['blues rock' 'classic rock' 'country rock' 'folk' 'folk rock'
 'mellow gold' 'outlaw country' 'piano rock' 'roots rock'
 'singer-songwriter' 'soft rock' 'swamp rock']",51.0,57
Favez,Fave,['alte' 'nigerian pop'],59.0,89
Breeder,The Breeders,"['alternative pop' 'alternative rock' 'anti-folk' 'boston rock'
 'dream pop' 'indie rock' 'lo-fi' 'pop rock' 'post-punk']",55.0,74
Cover Girls,The Cover Girls,['freestyle'],41.0,85
Animal Daydream,Animal Drive,['croatian metal' 'modern hard rock' 'new wave of glam metal' 'nwocr'],27.0,74
Laika,Laika Beats,['downtempo bass'],31.0,62
The Jive Aces_ Chick Corea,The Jive Aces,['modern swing' 'swing' 'swing revival'],31.0,67
Boulou Ferre,Boulou Ferré,,5.0,92
Blackbyrds,The Blackbyrds,['funk' 'jazz funk'],46.0,83
Allison Weiss,John-Allison Weiss,,34.0,84
Bing Crosby & Frank Sinatra,Bing Crosby,['adult standards' 'easy listening' 'lounge'],65.0,58
Know How,I DONT KNOW HOW BUT THEY FOUND ME,['alt z' 'indie pop' 'modern alternative rock' 'modern rock' 'rock'],65.0,39
????,Elvis Presley,['rock-and-roll' 'rockabilly'],81.0,0
Slant,Santa Fe Klan,['mexican hip hop'],80.0,44
The Smoke,The Smokers Club,,37.0,72
Gorilla,Gorillaz,['alternative hip hop'],86.0,93
Hatfield and the North,Hatfield & The North,"['art rock' 'canterbury scene' 'experimental' 'jazz fusion' 'jazz rock'
 'progressive rock' 'psychedelic rock' 'space rock' 'symphonic rock']",35.0,90
"Robert Nighthawk / Robert ""Ramblin Bob"" Nighthawk",Robert Nighthawk,['blues' 'boogie-woogie' 'country blues' 'traditional blues'],25.0,49
Tom Morello;Chad Smith;Wu-Tang Clan,Tom Morello,['modern alternative rock'],69.0,48
Maps & Atlases,Marshmello,['brostep' 'dance pop' 'edm' 'pop' 'pop dance' 'progressive electro house'],85.0,33
"Peter, Paul & Mary","Peter, Paul and Mary","['american folk revival' 'classic rock' 'folk' 'folk rock' 'mellow gold'
 'soft rock']",59.0,89
Isobel Campbell & Mark Lanegan,Isobel Campbell,['melancholia' 'solo wave'],43.0,67
Jesse Camp,Jesse Campbell,['deep talent show'],12.0,83
Lemâitre,Lemaitre,['alternative dance' 'norwegian pop'],52.0,88
Brand X,Brand X Music,['epicore'],45.0,70
Luke Haines & The Auteurs,Luke Haines,['britpop' 'solo wave'],21.0,61
CONSOLE,Console Command,['metal cover'],21.0,64
Jeff Beck With The Jan Hammer Group,Jeff Beck,"['album rock' 'art rock' 'blues rock' 'british blues' 'classic rock'
 'electric blues' 'instrumental rock' 'jazz fusion' 'rock']",62.0,41
Gene & Eunice,Genesis,"['album rock' 'art rock' 'classic rock' 'mellow gold' 'progressive rock'
 'rock' 'soft rock' 'symphonic rock']",71.0,50
Bleu,Yung Bleu,['alabama rap' 'pop rap' 'r&b' 'rap' 'trap'],70.0,62
Mark Knopfler / Emmylou Harris,Emmylou Harris,"['country rock' 'folk' 'folk rock' 'lilith' 'melancholia' 'mellow gold'
 'roots rock' 'singer-songwriter']",63.0,64
Emiliana Torrini,Emilíana Torrini,"['electronica' 'icelandic indie' 'icelandic pop'
 'icelandic singer-songwriter' 'trip hop']",53.0,94
Kutt Calhoun; Tech N9ne,Kutt Calhoun,['conscious hip hop' 'kansas city hip hop' 'rap rock'],43.0,69
Vic Stevens,Vic Stevens' Mistaken Identities,['deep jazz fusion'],,51
Ralph Blizard & the New Southern Ramblers,Ralph Blizard,,,48
Andy Warhol,Andy Warhol Banana Technicolor,,1.0,54
Porter Wagoner & Dolly Parton,Porter Wagoner,['country gospel' 'nashville sound'],45.0,65
Joe Meek,Joe Meek & the Blue Men,['moog' 'outsider'],24.0,52
Pretty & Nice,Pretty Ricky,"['contemporary r&b' 'dance pop' 'hip hop' 'hip pop' 'miami hip hop'
 'pop r&b' 'pop rap' 'r&b' 'rap' 'southern hip hop' 'trap'
 'urban contemporary']",58.0,72
The Small Faces,Small Faces,"['art rock' 'blues rock' 'british blues' 'british invasion'
 'classic garage rock' 'classic rock' 'classic uk pop' 'folk rock'
 'freakbeat' 'merseybeat' 'protopunk' 'psychedelic rock' 'pub rock' 'rock']",49.0,85
Mark Feldman_ John Taylor_ Anders Jormin_ Tom Rainey,Felsmann + Tiley,['frankfurt electronic'],59.0,38
Wizardzz,Wizardz Of Oz,,27.0,76
Miss Kittin - Laurence Williams,Miss Kittin,"['alternative dance' 'electra' 'electroclash' 'electronica'
 'french techno']",48.0,52
Cows,The Cowsills,['bubblegum pop' 'folk rock' 'merseybeat' 'underground power pop'],42.0,50
Arilyn,Ariana Grande,['dance pop' 'pop'],92.0,42
Chrysanthemums,The Chrysanthemums,,1.0,88
Sneakers,Sneaker Pimps,['alternative dance' 'electronica' 'trip hop'],50.0,76
Ástor Piazzolla,Astor Piazzolla,['bandoneon' 'latin classical' 'nuevo tango' 'tango'],52.0,93
Robyn Hitchcock & The Venus 3,Robyn Hitchcock,['art rock' 'gbvfi' 'jangle pop' 'power pop' 'solo wave'],32.0,68
Juce,Juice WRLD,['chicago rap' 'melodic rap'],92.0,57
Johnny & the Hurricanes,Johnny Cash,['arkansas country' 'outlaw country'],76.0,59
Candy Snatchers,The Candy Snatchers,"[""punk 'n' roll""]",12.0,88
Handsome Family,The Handsome Family,['albuquerque indie' 'alternative country' 'gothic americana' 'roots rock'],49.0,88
Jose Gonzalez,José González,"['gothenburg indie' 'indie folk' 'neo mellow' 'stomp and holler'
 'swedish indie folk' 'swedish indie pop' 'swedish singer-songwriter']",67.0,85
Ray Conniff & His Orchestra,Ray Conniff,['adult standards' 'easy listening' 'lounge'],60.0,58
Yellow,Yellowcard,['bow pop' 'pop punk' 'socal pop punk'],65.0,75
Stan Getz & Oscar Peterson,Stan Getz,"['bossa nova' 'cool jazz' 'jazz' 'jazz saxophone' 'latin jazz'
 'samba-jazz']",66.0,51
Jadakiss / Ghostface Killah / Raekwon,Ghostface Killah,"['alternative hip hop' 'east coast hip hop' 'gangster rap'
 'hardcore hip hop' 'hip hop' 'rap' 'southern hip hop']",70.0,60
Da Beatminerz / Krumbsnatcha,Da Beatminerz,['golden age hip hop' 'turntablism'],22.0,63
Bruce Hornsby & The Noisemakers,Bruce Hornsby,"['album rock' 'classic rock' 'folk rock' 'heartland rock' 'mellow gold'
 'piano rock' 'pop rock' 'soft rock']",58.0,59
Sods,SosMula,['dark trap' 'underground hip hop'],65.0,55
Tony Rich,The Tony Rich Project,['contemporary r&b' 'r&b' 'urban contemporary'],43.0,60
"Crosby, Stills, Nash & Young","Crosby, Stills & Nash","['album rock' 'blues rock' 'classic rock' 'country rock' 'folk'
 'folk rock' 'mellow gold' 'psychedelic rock' 'rock' 'roots rock'
 'soft rock']",64.0,78
Fanny,Fanny Lu,['colombian pop' 'latin pop'],63.0,77
Harry James & His Orchestra,Harry James,['adult standards' 'big band' 'jazz trumpet' 'lounge' 'swing'],54.0,58
Jimmy Page / Robert Plant,Robert Plant,"['album rock' 'art rock' 'blues rock' 'classic rock' 'hard rock'
 'mellow gold' 'progressive rock' 'rock' 'roots rock' 'soft rock'
 'symphonic rock' 'uk americana']",59.0,65
Chris Mills,Chris Miles,['deep underground hip hop'],50.0,91
P. Diddy,Diddy,"['dance pop' 'east coast hip hop' 'hip hop' 'hip pop' 'pop rap' 'r&b'
 'rap']",75.0,77
Justice Vs Simian,Justice,"['alternative dance' 'electro house' 'electronica' 'filter house'
 'new rave']",61.0,58
Musiq,Musiq Soulchild,['contemporary r&b' 'neo soul' 'quiet storm' 'r&b' 'urban contemporary'],62.0,50
Lauryn Hill,Ms. Lauryn Hill,"['alternative r&b' 'conscious hip hop' 'neo soul' 'new jersey rap' 'r&b'
 'urban contemporary']",74.0,85
The Crash,The Clash,['classic rock' 'permanent wave' 'punk' 'rock'],72.0,89
Simo,Simon & Garfunkel,['classic rock' 'folk' 'folk rock' 'melancholia' 'mellow gold' 'rock'],74.0,38
Santiago Jimenez,"Santiago Jimenez, Jr.",,17.0,86
Chico Hamilton / Mark Clive-Lowe,Chico Hamilton,['jazz drums' 'jazz funk' 'soul jazz'],33.0,61
Fernando,Fernando Ortega,['christian music' 'roots worship' 'worship'],51.0,70
The Hookers,The Hooters,['album rock' 'mellow gold' 'philly indie' 'soft rock'],54.0,91
Bret Michaels (of Poison),Bret Michaels,['glam metal' 'hard rock' 'sleaze rock'],34.0,68
The Fits,The Fisk Jubilee Singers,['spirituals' 'vintage gospel' 'vocal harmony group'],53.0,44
Peter Tosh / The Wailers,Peter Tosh,['dub' 'reggae' 'roots reggae'],58.0,59
MIMS Featuring Bun B And Seed,Bun-B,,21.0,24
dig,Digital Underground,"['conscious hip hop' 'funk' 'gangster rap' 'hardcore hip hop' 'hip hop'
 'hip house' 'rap' 'west coast rap']",59.0,27
Felt,Felty,,52.0,89
Cockney Rebel,Steve Harley & Cockney Rebel,['classic uk pop' 'glam rock' 'pub rock'],50.0,63
Campbell_ Cornell,Cornell Campbell,['dub' 'lovers rock' 'reggae' 'rocksteady' 'roots reggae'],44.0,48
Shift,Shift K3Y,['deep groove house' 'house' 'pop dance' 'tropical house' 'uk dance'],59.0,71
B. B King,B.B. King,"['blues' 'blues rock' 'classic rock' 'electric blues' 'jazz blues'
 'soul blues' 'traditional blues']",65.0,89
Bow Wow feat. Trey Songz,Bow Wow,"['dance pop' 'hip hop' 'hip pop' 'pop rap' 'r&b' 'rap' 'southern hip hop'
 'urban contemporary']",62.0,45
Gabe Dixon Band,Gabe Dixon,['acoustic pop' 'indiecoustica' 'neo mellow' 'piano rock'],37.0,80
Star Room Boys,The Star Room Boys,['athens indie'],4.0,88
Albert Ayler Quartet,Albert Ayler,"['avant-garde' 'avant-garde jazz' 'experimental' 'free improvisation'
 'free jazz' 'jazz saxophone']",31.0,75
Dannii Minogue & J.C.A.,Dannii Minogue,"['australian dance' 'australian pop' 'bubblegum dance' 'dance pop'
 'electropop' 'europop' 'new wave pop' 'strut' 'vocal house']",42.0,76
G. Love,G. Love & Special Sauce,['jam band'],55.0,47
Big Black,Big Black Delta,['shimmer pop'],43.0,75
Greg Kihn,The Greg Kihn Band,['album rock'],49.0,67
Brandy feat. Chris Brown,Brandy,"['contemporary r&b' 'dance pop' 'hip hop' 'hip pop' 'neo soul' 'r&b'
 'urban contemporary']",67.0,40
Quireboys,The Quireboys,['glam metal' 'hard rock' 'sleaze rock'],40.0,82
MIA,Miami Horror,"['alternative dance' 'australian dance' 'australian electropop'
 'electroclash' 'filter house' 'indie soul' 'indietronica'
 'new french touch' 'new rave' 'nu disco']",57.0,40
Generation X featuring Billy Idol,Generation X,['glam punk' 'pub rock' 'punk'],49.0,53
Soft,Softwilly,['aesthetic rap' 'meme rap'],64.0,62
Republic,Republica,['candy pop' 'new wave pop'],44.0,94
Embrace,Embrace the Rain,['rain'],45.0,61
Holly Golightly & Dan Melchior,Holly Golightly,['garage rock' 'kent indie' 'medway sound' 'punk blues'],38.0,67
Alan Jackson Duet with Jimmy Buffett,Alan Jackson,['country' 'country road'],74.0,50
Jay-Z / Freeway,Freeway,"['battle rap' 'gangster rap' 'hardcore hip hop' 'hip hop' 'hip pop'
 'philly rap' 'southern hip hop']",54.0,64
Donnie,Donnie Darko,,51.0,67
Sarah Brightman / Michael Crawford,Sarah Brightman,['operatic pop'],59.0,61
Sly & Robbie,Sly & The Family Stone,"['classic rock' 'classic soul' 'funk' 'funk rock' 'psychedelic soul'
 'rock' 'soul']",62.0,47
Girl Band,Gilla Band,"['art pop' 'chamber psych' 'crank wave' 'garage psych' 'indie rock'
 'irish indie rock']",40.0,84
Hans Zimmer & Klaus Badelt,Hans Zimmer,['german soundtrack' 'orchestral soundtrack' 'soundtrack'],79.0,59
Platters,The Platters,"['adult standards' 'doo-wop' 'lounge' 'rhythm and blues' 'rock-and-roll'
 'rockabilly']",62.0,80
Paul Revere & The Raiders featuring Mark Lindsay,Paul Revere & The Raiders,"['bubblegum pop' 'classic garage rock' 'classic rock' 'folk rock'
 'freakbeat' 'merseybeat' 'protopunk' 'psychedelic rock']",42.0,68
M Ward,M. Ward,"['alternative country' 'anti-folk' 'chamber pop' 'indie folk' 'indie pop'
 'new americana' 'portland indie' 'roots rock' 'stomp and holler']",51.0,92
Sun Ra & His Intergalactic Arkestra,Sun Ra,"['afrofuturism' 'avant-garde jazz' 'experimental' 'free jazz'
 'spiritual jazz' 'uk contemporary jazz']",47.0,29
John Digweed & Nick Muir,John Digweed,['classic progressive house' 'tech house'],37.0,67
CLIFF RICHARD & OLIVIA NEWTON JOHN,Cliff Richard,"['adult standards' 'classic uk pop' 'europop' 'mellow gold' 'new wave pop'
 'rock-and-roll' 'soft rock']",57.0,55
Spice-1,Spice 1,['g funk' 'gangster rap' 'hip hop' 'hyphy' 'rap' 'west coast rap'],50.0,86
Matthew Ashman,Matt Schuster,['contemporary country'],63.0,44
Brian Tyler Feat. Slash,Brian Tyler,['orchestral soundtrack' 'scorecore' 'soundtrack' 'video game music'],60.0,65
Gregory Isaacs & Dennis Brown,Gregory Isaacs,['dub' 'lovers rock' 'reggae' 'roots reggae'],58.0,65
The Thrills,The Thrillseekers,['progressive house' 'progressive trance' 'trance' 'uplifting trance'],49.0,79
Rev'o,Revolver Cannabis,"['corrido' 'corridos alternativos' 'corridos tumbados' 'musica mexicana'
 'nueva musica mexicana']",62.0,36
Eraldo Bernocchi / Harold Budd,Harold Budd,"['ambient' 'american contemporary classical' 'art pop' 'art rock'
 'compositional ambient' 'drone' 'fourth world' 'minimalism']",61.0,54
The Gun & Doll Show,The Gun Club,"['alternative rock' 'cowpunk' 'experimental' 'garage rock' 'post-punk'
 'psychedelic rock' 'psychobilly' 'punk' 'punk blues']",44.0,58
The Levon Helm Band,Levon Helm,"['alternative country' 'blues rock' 'country rock' 'folk' 'folk rock'
 'jam band' 'mellow gold' 'modern blues' 'new americana' 'rock drums'
 'roots rock' 'singer-songwriter']",46.0,69
The Rock*A*Teens,The Rock-A-Teens,,24.0,88
Jose Marti,José Maria Napoleón,['latin pop' 'ranchera' 'tropical'],64.0,55
Sore,Søren Søstrom,,55.0,35
The Call,The Calling,['neo mellow' 'pop rock'],64.0,84
Quincy,Quincy Jones,['disco' 'funk' 'jazz funk' 'quiet storm' 'soul'],59.0,67
Big Punisher,Big Pun,"['bronx hip hop' 'east coast hip hop' 'gangster rap' 'hardcore hip hop'
 'hip hop' 'hip pop' 'rap' 'southern hip hop']",64.0,74
Eva Cassidy & Katie Melua,Eva Cassidy,['folk' 'lilith'],61.0,61
"Medeski, Martin and Wood","Medeski, Martin & Wood","['funk' 'instrumental funk' 'jam band' 'jazz fusion' 'jazz organ'
 'jazz trio' 'modern jazz trio']",47.0,91
Colder,Colter Wall,"['canadian americana' 'canadian contemporary country' 'outlaw country'
 'saskatchewan indie']",69.0,59
U Totem,Totem Uruguay,['rock uruguayo'],21.0,50
Smokin' Joe Kubek,Smokin' Joe Kubek & Bnois King,['electric blues' 'modern blues' 'power blues-rock'],32.0,72
Ozone Quartet,Ozone Acoustyle Quartet,,,72
Sherie René Scott,Sherie Rene Scott,['broadway' 'hollywood' 'show tunes'],37.0,94
Count Basie / Oscar Peterson,Count Basie,"['adult standards' 'big band' 'harlem renaissance' 'jazz' 'jazz piano'
 'lounge' 'stride' 'swing' 'vocal jazz']",64.0,56
Holy Modal Rounders,The Holy Modal Rounders,['freak folk'],24.0,90
Lila Downs / Mariachi Juvenil de Tecalitlán,Lila Downs,"['latin alternative' 'musica indigena latinoamericana' 'musica oaxaquena'
 'nuevo folklore mexicano' 'oaxaca indie' 'trova']",61.0,38
Aiden,Aiden Kendal,['instrumental lullaby'],47.0,59
Bert Jansch / John Renbourn,Bert Jansch,['british folk' 'country rock' 'folk' 'folk rock'],46.0,58
Cast,Casting Crowns,['ccm' 'christian alternative rock' 'christian music' 'worship'],67.0,44
Chick Corea & Hiromi,Chick Corea,"['contemporary jazz' 'contemporary post-bop' 'ecm-style jazz' 'jazz'
 'jazz fusion' 'jazz piano']",53.0,71
Master P/Steady Mobb'n,Master P,"['dirty south rap' 'gangster rap' 'hip hop' 'houston rap'
 'new orleans rap' 'pop rap' 'rap' 'southern hip hop' 'trap']",57.0,53
Castell,Ralph Castelli,['alaska indie' 'indie pop' 'indie r&b'],63.0,67
Lilith,Lilith Czar,,41.0,71
Pied Pipers,The Pied Pipers,['big band' 'swing' 'vocal harmony group'],52.0,85
Sterling Morrison,Stephen Marley,['lovers rock' 'modern reggae' 'reggae' 'roots reggae'],63.0,32
Séamus Ennis,Seamus Ennis,['irish folk' 'uilleann pipes'],13.0,92
"Gary ""U.S."" Bonds",Gary U.S. Bonds,['pub rock' 'rhythm and blues' 'rock-and-roll' 'rockabilly'],36.0,94
Jackson 5,The Jackson 5,['adult standards' 'motown'],69.0,82
The Red & The Black,The Red Jumpsuit Apparatus,['pop punk' 'pop rock' 'screamo'],65.0,44
Omar & The Howlers,Omar Apollo,['bedroom pop' 'bedroom soul' 'pop'],76.0,48
Frankie Valli & the Four Seasons,Frankie Valli,['adult standards' 'bubblegum pop' 'disco' 'mellow gold' 'soft rock'],64.0,58
St. Thomas,St. Thomas Aquinas,,17.0,71
Killa Kyleon & Yung Scrappa,Killa Kyleon,['dirty south rap' 'gangster rap' 'houston rap'],47.0,62
Money & King,Moneybagg Yo,"['hip hop' 'memphis hip hop' 'rap' 'southern hip hop' 'tennessee hip hop'
 'trap']",79.0,50
The Creators feat. Consequence,Creatress,['environmental' 'ocean' 'rain'],51.0,41
Tav Falco,Tav Falco & Panther Burns,['psychobilly'],10.0,53
The Azusa Plane,Azusena Mouser,,24.0,48
Hank Ballard & The Midnighters,Hank Ballard,['rhythm and blues'],27.0,57
Philharmonie,Philharmonia Orchestra,['british orchestra' 'classical' 'classical performance' 'orchestra'],65.0,71
Xavier Cugat & His Orchestra,Xavier Cugat,"['cha-cha-cha' 'cuban rumba' 'easy listening' 'exotica' 'latin jazz'
 'lounge' 'mambo']",35.0,60
Carol Lipnik & Spookarama,Carol Lipnik,,1.0,65
Wizo,Wiz Khalifa,"['dance pop' 'hip hop' 'pittsburgh rap' 'pop rap' 'rap' 'southern hip hop'
 'trap']",84.0,40
Jelly-Roll Morton,Jelly Roll Morton,"['big band' 'dixieland' 'harlem renaissance' 'jazz piano'
 'louisiana blues' 'new orleans blues' 'new orleans jazz' 'ragtime'
 'stride' 'swing' 'vintage jazz']",38.0,94
Springhouse,Underground Springhouse,['athens indie'],30.0,65
Taj Mahal Trio,Taj Mahal,"['acoustic blues' 'blues' 'blues rock' 'classic rock' 'country blues'
 'country rock' 'folk' 'folk rock' 'funk' 'harmonica blues' 'jazz blues'
 'modern blues' 'roots rock' 'soul' 'traditional blues']",57.0,78
Weavers,The Weavers,['american folk revival' 'folk'],30.0,78
Bob Seger & The Silver Bullet Band,Bob Seger,"['album rock' 'classic rock' 'country rock' 'detroit rock' 'folk rock'
 'hard rock' 'heartland rock' 'mellow gold' 'rock' 'soft rock']",69.0,42
Polvo,Polo G,['chicago rap' 'rap'],86.0,73
Gus Cannon & His Jug Stompers,Gus Cannon,['banjo' 'jug band' 'memphis blues'],7.0,51
Christian McBride_ Inside Straight,Christian McBride,"['contemporary jazz' 'contemporary post-bop' 'jazz' 'jazz double bass'
 'jazz fusion' 'straight-ahead jazz' 'uk contemporary jazz']",43.0,67
